timestamp,traffic_label,ap1_proto,ap1_streams,ap1_udp_rate,ap1_tcp_window,ap1_throughput_bps,ap1_loss_pct,ap1_jitter_ms,ap1_txd_client_mac,ap1_txd_tx_delta_bytes,ap1_txd_estimated_throughput_bps,ap1_wifi_channel,ap1_wifi_frequency_mhz,ap1_wifi_bandwidth_mhz,ap1_wifi_tx_power_dbm,ap1_wifi_cwmin,ap1_wifi_cwmax,ap1_wifi_noise_floor_dbm,ap1_wifi_channel_busy_percent,ap1_wifi_nss,ap1_wifi_rts_cts,ap1_wifi_latency_min_ms,ap1_wifi_latency_avg_ms,ap1_wifi_latency_max_ms,ap1_client_client_mac,ap1_client_signal_rssi_dbm,ap1_client_tx_retries,ap1_client_tx_failed,ap1_client_tx_bitrate_mbps,ap1_client_rx_bitrate_mbps,ap1_client_tx_bytes,ap1_client_rx_bytes,ap1_client_mcs_index,ap2_proto,ap2_streams,ap2_udp_rate,ap2_tcp_window,ap2_throughput_bps,ap2_loss_pct,ap2_jitter_ms,ap2_txd_client_mac,ap2_txd_tx_delta_bytes,ap2_txd_estimated_throughput_bps,ap2_wifi_channel,ap2_wifi_frequency_mhz,ap2_wifi_bandwidth_mhz,ap2_wifi_tx_power_dbm,ap2_wifi_cwmin,ap2_wifi_cwmax,ap2_wifi_noise_floor_dbm,ap2_wifi_channel_busy_percent,ap2_wifi_nss,ap2_wifi_rts_cts,ap2_wifi_latency_min_ms,ap2_wifi_latency_avg_ms,ap2_wifi_latency_max_ms,ap2_client_client_mac,ap2_client_signal_rssi_dbm,ap2_client_tx_retries,ap2_client_tx_failed,ap2_client_tx_bitrate_mbps,ap2_client_rx_bitrate_mbps,ap2_client_tx_bytes,ap2_client_rx_bytes,ap2_client_mcs_index
2025-08-13 17:23:30,RUN_20250813_172305_26,UDP,1,10M,,9999228.80616955,0.0,1.6661297562585848,68:54:5a:e2:f2:c0,12868230.0,10294584.0,44,5220,80,10,31,63,-91,38,1,on,0.985,1.378,1.622,68:54:5a:e2:f2:c0,-45.0,718.0,718.0,390.0,702.0,12869068.0,20266.0,9.0,TCP,1,,,90175407.8603745,0.0,,ac:ed:5c:47:06:cb,114984182.0,91987345.0,36,5180,80,23,15,31,-92,24,2,off,2.122,2.199,2.341,ac:ed:5c:47:06:cb,-48.0,4286.0,4290.0,135.0,300.0,114984393.0,384350.0,7.0
2025-08-13 17:24:04,RUN_20250813_172337_27,TCP,16,,,57784539.25066209,0.0,,68:54:5a:e2:f2:c0,69902467.0,55921973.0,36,5180,20,10,15,31,-92,37,2,on,0.942,1.337,1.867,68:54:5a:e2:f2:c0,-54.0,309.0,309.0,65.0,144.4,69903741.0,1431505.0,7.0,TCP,1,,512K,45839663.891966075,0.0,,ac:ed:5c:47:06:cb,59422590.0,47538072.0,40,5200,20,10,7,15,-92,23,2,on,2.248,2.421,2.624,ac:ed:5c:47:06:cb,-49.0,352.0,354.0,6.0,6.0,59423432.0,301029.0,
2025-08-13 17:24:38,RUN_20250813_172411_28,TCP,1,,,44772954.9891468,0.0,,68:54:5a:e2:f2:c0,56085392.0,44868313.0,40,5200,20,10,7,15,-92,34,1,off,0.823,1.66,2.027,68:54:5a:e2:f2:c0,-45.0,2003.0,2003.0,65.0,144.4,56086290.0,129740.0,7.0,UDP,1,100M,,99991119.67193066,21.457616515483267,0.05567791120138065,ac:ed:5c:47:06:cb,128623133.0,102898506.0,44,5220,80,23,7,15,-92,23,2,off,1.425,2.317,3.368,ac:ed:5c:47:06:cb,-48.0,667.0,667.0,6.0,6.0,128623593.0,21506.0,
2025-08-13 17:25:12,RUN_20250813_172445_29,TCP,2,,,58665217.619562134,0.0,,68:54:5a:e2:f2:c0,71777672.0,57422137.0,48,5240,20,23,63,127,-92,34,2,on,0.893,0.963,1.065,68:54:5a:e2:f2:c0,-59.0,92.0,92.0,65.0,144.4,71778510.0,254440.0,7.0,TCP,16,,,112255688.05503692,0.0,,ac:ed:5c:47:06:cb,136522344.0,109217875.0,36,5180,40,23,63,127,-92,38,1,off,1.26,1.334,1.408,ac:ed:5c:47:06:cb,-48.0,87.0,87.0,6.0,300.0,136522750.0,3087013.0,15.0
2025-08-13 17:25:43,RUN_20250813_172519_30,UDP,1,10M,,9999228.80616955,0.0,0.13469438311949453,68:54:5a:e2:f2:c0,12868266.0,10294612.0,44,5220,40,23,15,31,-92,34,1,off,1.273,1.646,2.147,68:54:5a:e2:f2:c0,-48.0,122.0,122.0,135.0,270.0,12869164.0,19113.0,7.0,TCP,4,,,111909308.33364582,0.0,,ac:ed:5c:47:06:cb,139997798.0,111998238.0,36,5180,40,10,15,31,-92,33,2,on,2.071,2.146,2.33,ac:ed:5c:47:06:cb,-49.0,132.0,132.0,135.0,300.0,139998264.0,1299740.0,7.0
2025-08-13 17:26:17,RUN_20250813_172550_31,TCP,1,,1M,56152154.115670756,0.0,,68:54:5a:e2:f2:c0,72172147.0,57737717.0,48,5240,20,23,15,31,-92,34,1,off,1.278,1.777,2.083,68:54:5a:e2:f2:c0,-58.0,1.0,1.0,65.0,144.4,72173045.0,162163.0,7.0,UDP,1,10M,,9999228.80616955,4.274791473586654,1.7433638243146337,ac:ed:5c:47:06:cb,12869865.0,10295892.0,36,5180,40,17,15,31,-91,23,1,off,0.952,1.004,1.049,ac:ed:5c:47:06:cb,-47.0,5.0,5.0,135.0,6.0,12869865.0,20257.0,7.0
2025-08-13 17:27:22,RUN_20250813_172658_33,TCP,4,,,110797962.35382493,0.0,,68:54:5a:e2:f2:c0,136238094.0,108990475.0,36,5180,40,23,63,127,-92,39,2,off,0.9,1.463,1.914,68:54:5a:e2:f2:c0,-56.0,4308.0,4308.0,135.0,300.0,136238992.0,565048.0,7.0,UDP,1,50M,,49996119.03298822,14.114921223354958,0.1757283578417155,ac:ed:5c:47:06:cb,64316838.0,51453470.0,44,5220,20,17,15,31,-92,23,2,on,0.934,1.133,1.25,ac:ed:5c:47:06:cb,-47.0,2803.0,2803.0,6.0,6.0,64317244.0,21953.0,
2025-08-13 17:27:56,RUN_20250813_172729_34,UDP,1,50M,,49996144.03084775,0.009267840593141797,0.03053893742672237,68:54:5a:e2:f2:c0,64315075.0,51452060.0,44,5220,40,23,63,127,-88,31,1,on,1.005,1.123,1.287,68:54:5a:e2:f2:c0,-47.0,6.0,6.0,135.0,270.0,64315973.0,19782.0,7.0,UDP,1,400M,,129693361.60642634,56.5192926045016,0.117355485544834,ac:ed:5c:47:06:cb,166828151.0,133462520.0,44,5220,40,17,31,63,-92,23,2,on,2.122,2.248,2.352,ac:ed:5c:47:06:cb,-48.0,311.0,312.0,6.0,6.0,166828557.0,20487.0,
2025-08-13 17:28:30,RUN_20250813_172803_35,UDP,1,50M,,49996149.030422665,0.4494902687673772,0.23234002567084314,68:54:5a:e2:f2:c0,64315923.0,51452738.0,36,5180,80,23,15,31,-92,36,2,on,1.014,1.138,1.234,68:54:5a:e2:f2:c0,-45.0,126.0,126.0,263.3,702.0,64316761.0,20073.0,6.0,UDP,1,200M,,199984556.1250954,9.27768767377201,0.3973068310201683,ac:ed:5c:47:06:cb,257241370.0,205793096.0,44,5220,80,23,31,63,-92,23,1,on,1.111,1.208,1.331,ac:ed:5c:47:06:cb,-48.0,655.0,655.0,6.0,6.0,257241830.0,23804.0,
2025-08-13 17:29:02,RUN_20250813_172837_36,UDP,1,200M,,56691642.466860265,0.0,0.29549910814429325,68:54:5a:e2:f2:c0,72927335.0,58341868.0,40,5200,20,10,63,127,-92,28,2,off,1.628,1.897,2.129,68:54:5a:e2:f2:c0,-46.0,346.0,346.0,65.0,144.4,72928233.0,19474.0,7.0,UDP,1,200M,,136143305.21056676,68.3079776734055,1.0044199879890325,ac:ed:5c:47:06:cb,175125197.0,140100157.0,36,5180,20,10,15,31,-92,24,2,off,2.077,2.164,2.241,ac:ed:5c:47:06:cb,-44.0,3379.0,3379.0,65.0,6.0,175125197.0,19213.0,7.0
2025-08-13 17:29:36,RUN_20250813_172909_37,UDP,1,100M,,91877779.35332105,0.8258210931097523,1.7029759506384987,68:54:5a:e2:f2:c0,118187713.0,94550170.0,36,5180,80,10,7,15,-91,52,1,on,1.435,1.611,1.781,68:54:5a:e2:f2:c0,-45.0,379.0,379.0,390.0,702.0,118188551.0,19928.0,9.0,TCP,16,,,48202540.637825415,0.0,,ac:ed:5c:47:06:cb,59452610.0,47562088.0,36,5180,20,23,15,31,-92,27,1,on,1.317,1.362,1.464,ac:ed:5c:47:06:cb,-44.0,449.0,449.0,6.0,6.0,59453422.0,1374103.0,
