timestamp,traffic_label,channel,frequency_mhz,bandwidth_mhz,tx_power_dbm,cwmin,cwmax,noise_floor_dbm,channel_busy_percent,nss,rts_cts,latency_min_ms,latency_avg_ms,latency_max_ms,clients,proto,streams,udp_rate,tcp_window,throughput_bps,loss_pct,jitter_ms,client_mac,tx_delta_bytes,estimated_throughput_bps
2025-07-29 14:19:45,TEST2_20250729_141945,44,5220,80,23,15,31,-92,10,1,on,9.881,100.953,191.625,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -59, 'tx_retries': 1873, 'tx_failed': 1873, 'tx_bitrate_mbps': 390, 'rx_bitrate_mbps': 866.7, 'tx_bytes': 403969649, 'rx_bytes': 423712, 'mcs_index': 9}]",UDP,1,10M,,9999229.80608453,0.0,0.11826779030002602,68:54:5a:e2:f2:c0,403969203,323175362
2025-07-29 14:21:00,TEST3_20250729_142100,44,5220,80,23,15,31,-92,10,1,on,18.006,108.436,199.137,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -60, 'tx_retries': 2911, 'tx_failed': 2911, 'tx_bitrate_mbps': 390, 'rx_bitrate_mbps': 866.7, 'tx_bytes': 825583597, 'rx_bytes': 892733, 'mcs_index': 9}]",TCP,1,,1M,322836801.36254525,0.0,,68:54:5a:e2:f2:c0,825583151,660466520
2025-07-29 14:22:21,TEST1_20250729_142221,40,5200,20,10,63,127,-92,10,1,off,22.127,85.958,204.247,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -52, 'tx_retries': 1, 'tx_failed': 1, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 78, 'tx_bytes': 73665192, 'rx_bytes': 6060, 'mcs_index': 7}]",UDP,1,100M,,57267374.1144819,0.0,0.43607690658312503,68:54:5a:e2:f2:c0,73664746,58931796
2025-07-29 14:23:37,TEST2_20250729_142337,40,5200,20,10,63,127,-92,10,1,off,16.619,107.229,197.77,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -60, 'tx_retries': 348, 'tx_failed': 348, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 145281051, 'rx_bytes': 234482, 'mcs_index': 7}]",TCP,2,,,58752937.569479935,0.0,,68:54:5a:e2:f2:c0,145280605,116224484
2025-07-29 14:24:52,TEST3_20250729_142452,40,5200,20,10,63,127,-92,10,1,off,16.961,108.208,198.315,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -59, 'tx_retries': 652, 'tx_failed': 652, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 216290406, 'rx_bytes': 378058, 'mcs_index': 7}]",TCP,1,,1M,55579265.006142914,0.0,,68:54:5a:e2:f2:c0,216289960,173031968
2025-07-29 14:26:13,TEST1_20250729_142613,40,5200,20,23,15,31,-92,10,2,on,14.361,49.814,85.465,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -61, 'tx_retries': 1002, 'tx_failed': 1002, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 287146575, 'rx_bytes': 523999, 'mcs_index': 7}]",TCP,1,,,56097632.339957625,0.0,,68:54:5a:e2:f2:c0,287146129,229716903
2025-07-29 14:27:28,TEST2_20250729_142728,40,5200,20,23,15,31,-92,10,2,on,17.295,107.345,198.385,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -60, 'tx_retries': 1356, 'tx_failed': 1356, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 358224173, 'rx_bytes': 666301, 'mcs_index': 7}]",TCP,1,,1M,55474832.927840225,0.0,,68:54:5a:e2:f2:c0,358223727,286578981
2025-07-29 14:28:43,TEST3_20250729_142843,40,5200,20,23,15,31,-92,10,2,on,141.021,176.213,211.643,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -59, 'tx_retries': 1494, 'tx_failed': 1494, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 364657917, 'rx_bytes': 669347, 'mcs_index': 7}]",UDP,1,5M,,4999615.4029998565,0.0,0.48038045544322305,68:54:5a:e2:f2:c0,364657471,291725976
2025-07-29 14:30:05,TEST1_20250729_143005,44,5220,80,17,63,127,-92,10,1,off,107.859,143.127,178.171,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -59, 'tx_retries': 2719, 'tx_failed': 2719, 'tx_bitrate_mbps': 390, 'rx_bitrate_mbps': 866.7, 'tx_bytes': 413773398, 'rx_bytes': 502445, 'mcs_index': 9}]",TCP,1,,4M,319811810.2770957,0.0,,68:54:5a:e2:f2:c0,413772952,331018361
2025-07-29 14:31:20,TEST2_20250729_143120,44,5220,80,17,63,127,-92,10,1,off,17.036,107.864,198.486,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -59, 'tx_retries': 3085, 'tx_failed': 3085, 'tx_bitrate_mbps': 390, 'rx_bitrate_mbps': 866.7, 'tx_bytes': 542391241, 'rx_bytes': 505308, 'mcs_index': 9}]",UDP,1,100M,,99991099.6738727,0.14944566086261402,0.040534413900231006,68:54:5a:e2:f2:c0,542390795,433912636
2025-07-29 14:32:35,TEST3_20250729_143235,44,5220,80,17,63,127,-92,10,1,off,17.077,107.403,197.469,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -60, 'tx_retries': 3149, 'tx_failed': 3149, 'tx_bitrate_mbps': 390, 'rx_bitrate_mbps': 866.7, 'tx_bytes': 548824549, 'rx_bytes': 508072, 'mcs_index': 9}]",UDP,1,5M,,4999616.402915338,0.0,0.345722366970851,68:54:5a:e2:f2:c0,548824103,439059282
2025-07-29 14:33:56,TEST1_20250729_143356,40,5200,20,17,31,63,-92,10,1,off,125.833,161.144,196.531,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -48, 'tx_retries': 2, 'tx_failed': 2, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 78, 'tx_bytes': 12865408, 'rx_bytes': 4605, 'mcs_index': 7}]",UDP,1,10M,,9999230.805999713,0.0,0.18388328997490902,68:54:5a:e2:f2:c0,12864962,10291969
2025-07-29 14:35:11,TEST2_20250729_143511,40,5200,20,17,31,63,-92,10,1,off,15.944,106.992,197.602,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -59, 'tx_retries': 84, 'tx_failed': 84, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 84897824, 'rx_bytes': 150009, 'mcs_index': 7}]",TCP,1,,2M,57670947.57896574,0.0,,68:54:5a:e2:f2:c0,84897300,67917840
2025-07-29 14:36:26,TEST3_20250729_143626,40,5200,20,17,31,63,-92,10,1,off,17.676,107.936,197.667,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -60, 'tx_retries': 390, 'tx_failed': 390, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 157658503, 'rx_bytes': 152801, 'mcs_index': 7}]",UDP,1,100M,,56565383.53347009,0.0,0.362286284322894,68:54:5a:e2:f2:c0,157658057,126126445
2025-07-29 14:37:48,TEST1_20250729_143748,44,5220,40,23,31,63,-92,10,1,off,110.89,146.104,181.446,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -58, 'tx_retries': 337, 'tx_failed': 337, 'tx_bitrate_mbps': 135, 'rx_bitrate_mbps': 300, 'tx_bytes': 140980699, 'rx_bytes': 210856, 'mcs_index': 7}]",TCP,1,,1M,108801512.30321343,0.0,,68:54:5a:e2:f2:c0,140980253,112784202
2025-07-29 14:39:03,TEST2_20250729_143903,44,5220,40,23,31,63,-92,10,1,off,15.956,106.854,197.444,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -50, 'tx_retries': 427, 'tx_failed': 427, 'tx_bitrate_mbps': 135, 'rx_bitrate_mbps': 300, 'tx_bytes': 278512544, 'rx_bytes': 2355398, 'mcs_index': 7}]",TCP,16,,,117546930.25490178,0.0,,68:54:5a:e2:f2:c0,278512098,222809678
2025-07-29 14:40:18,TEST3_20250729_144018,44,5220,40,23,31,63,-92,10,1,off,18.156,108.121,197.709,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -56, 'tx_retries': 887, 'tx_failed': 887, 'tx_bitrate_mbps': 135, 'rx_bitrate_mbps': 300, 'tx_bytes': 284946737, 'rx_bytes': 2358845, 'mcs_index': 7}]",UDP,1,5M,,4999615.902957547,0.0,0.6214146478227031,68:54:5a:e2:f2:c0,284946291,227957032
2025-07-29 14:41:39,TEST1_20250729_144139,44,5220,40,10,7,15,-92,10,1,off,122.627,163.521,203.509,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -48, 'tx_retries': 199, 'tx_failed': 199, 'tx_bitrate_mbps': 135, 'rx_bitrate_mbps': 162, 'tx_bytes': 64312450, 'rx_bytes': 6085, 'mcs_index': 7}]",UDP,1,50M,,49996144.03084775,0.020852641334569003,0.069955151541116,68:54:5a:e2:f2:c0,64312004,51449603
2025-07-29 14:42:54,TEST2_20250729_144254,44,5220,40,10,7,15,-92,10,1,off,15.452,106.132,196.751,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -56, 'tx_retries': 1986, 'tx_failed': 1986, 'tx_bitrate_mbps': 135, 'rx_bitrate_mbps': 300, 'tx_bytes': 200988238, 'rx_bytes': 561534, 'mcs_index': 7}]",TCP,4,,,110147392.94284892,0.0,,68:54:5a:e2:f2:c0,200987792,160790233
