timestamp,traffic_label,proto,streams,throughput_received_bps,loss_pct,jitter_ms
2025-07-29 14:55:08,TEST3_20250729_145458,TCP,2.0,105320013.48664927,0.0,
2025-07-29 14:56:29,TEST1_20250729_145619,TCP,1.0,105778923.95448276,0.0,
2025-07-29 14:57:44,TEST2_20250729_145734,UDP,1.0,49987361.3217252,0.0,0.116410364688662
2025-07-29 14:58:59,TEST3_20250729_145849,UDP,1.0,99806457.48263714,0.16103619259465202,0.14641041713240202
2025-07-29 15:00:21,TEST1_20250729_150010,TCP,1.0,106175484.88192545,0.0,
2025-07-29 15:01:36,TEST2_20250729_150126,UDP,1.0,110100939.869938,0.0,0.12060626001155701
2025-07-29 15:02:41,TEST3_20250729_150241,null,,,0.0,
2025-07-29 15:03:53,TEST1_20250729_150352,null,,,0.0,
2025-07-29 15:05:08,TEST2_20250729_150458,UDP,1.0,9993292.8377117,0.0,0.046764364354355006
2025-07-29 15:06:24,TEST3_20250729_150613,UDP,1.0,99866537.74542317,0.0,0.10747266010499101
2025-07-29 15:07:35,TEST1_20250729_150735,null,,,0.0,
2025-07-29 15:08:50,TEST2_20250729_150840,UDP,1.0,71464071.36545205,0.06962660707924401,0.071607473410458
2025-07-29 15:10:05,TEST3_20250729_150955,UDP,1.0,87202734.1902137,0.072985920352455,0.07650358135535801
2025-07-29 15:11:27,TEST1_20250729_151116,TCP,2.0,77284159.6217423,0.0,
2025-07-29 15:12:42,TEST2_20250729_151232,UDP,1.0,4993420.981585228,0.0,3.118374564162785
2025-07-29 15:13:57,TEST3_20250729_151347,UDP,1.0,60841799.783964545,0.0076080340839920005,0.46959740868404704
2025-07-29 15:15:19,TEST1_20250729_151508,TCP,16.0,82914787.70108384,0.0,
2025-07-29 15:16:34,TEST2_20250729_151624,UDP,1.0,59834234.0428357,0.025120772946859,0.669324625091792
2025-07-29 15:17:49,TEST3_20250729_151739,UDP,1.0,49777296.330891415,0.21102427938687002,0.8983496990468841
2025-07-29 15:19:10,TEST1_20250729_151900,TCP,4.0,53204491.10770782,0.0,
2025-07-29 15:20:15,TEST2_20250729_152015,null,,,0.0,
2025-07-29 15:21:30,TEST3_20250729_152120,UDP,1.0,56834967.745159276,0.0,0.294701244542908
2025-07-29 15:22:52,TEST1_20250729_152241,UDP,1.0,4999660.89955917,0.0,0.06163653589249501
